#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F9_10","SAMN07338201","PRJNA393608","GCA_006368785.1","Contig",5.33863,45.2,,"NNDN01",122,4743,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/368/785/GCF_006368785.1_ASM636878v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F9_4","SAMN07338204","PRJNA393608","GCA_006369425.1","Contig",5.4032,45.2,,"NNDK01",118,4800,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/425/GCF_006369425.1_ASM636942v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-171","SAMN11547069","PRJNA540575","GCA_009390165.1","Contig",5.03271,45.3,,"SZRO01",141,4402,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/165/GCF_009390165.1_ASM939016v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-290","SAMN11547082","PRJNA540575","GCA_009389865.1","Contig",5.07156,45.3,,"SZRB01",130,4451,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/865/GCF_009389865.1_ASM938986v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","M0607","SAMN14214392","PRJNA604195","GCA_014833115.1","Contig",5.2957,45.3,,"JAANII01",145,4687,"2020-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/833/115/GCA_014833115.1_ASM1483311v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/833/115/GCF_014833115.1_ASM1483311v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ISF-232-1","SAMN28767365","PRJNA843723","GCA_024745335.1","Contig",5.10942,45.3,,"JANFSH01",129,4560,"2022-08-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/745/335/GCF_024745335.1_ASM2474533v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","E4_4","SAMN07338106","PRJNA393608","GCA_006371565.1","Contig",5.03504,45.3,,"NNHE01",179,4617,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/371/565/GCF_006371565.1_ASM637156v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-157","SAMN11547066","PRJNA540575","GCA_009390195.1","Contig",5.04797,45.3,,"SZRR01",127,4428,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/195/GCF_009390195.1_ASM939019v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-017","SAMN11547057","PRJNA540575","GCA_009390385.1","Contig",5.06289,45.3,,"SZSA01",145,4442,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/385/GCF_009390385.1_ASM939038v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-110","SAMN11547060","PRJNA540575","GCA_009390355.1","Contig",5.06681,45.4,,"SZRX01",116,4428,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/355/GCF_009390355.1_ASM939035v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ14-038","SAMN11547027","PRJNA540575","GCA_009391015.1","Contig",5.14239,45.4,,"SZTE01",108,4525,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/391/015/GCF_009391015.1_ASM939101v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F5_4","SAMN07338167","PRJNA393608","GCA_006369005.1","Contig",5.08057,45.3,,"NNEV01",137,4620,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/005/GCF_006369005.1_ASM636900v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F10_9","SAMN07338133","PRJNA393608","GCA_006370955.1","Contig",5.09974,45.4,,"NNGD01",184,4627,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/955/GCF_006370955.1_ASM637095v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F9_2","SAMN07338202","PRJNA393608","GCA_006369115.1","Contig",5.24169,45.2,,"NNDM01",160,4785,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/115/GCF_006369115.1_ASM636911v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ISF-242-10B","SAMN28767375","PRJNA843723","GCA_024745135.1","Contig",5.214,45.2,,"JANFRX01",111,4687,"2022-08-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/745/135/GCF_024745135.1_ASM2474513v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ISF-29-3","SAMN28767298","PRJNA843723","GCA_024746635.1","Contig",5.3203,45.1,,"JANFUW01",140,4801,"2022-08-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/746/635/GCF_024746635.1_ASM2474663v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ18-056","SAMN11547087","PRJNA540575","GCA_009389805.1","Contig",5.01949,45.3,,"SZQW01",149,4401,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/805/GCF_009389805.1_ASM938980v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP170237","SAMEA112324437","PRJEB39490","GCA_948193315.1","Contig",5.20244,45.3,,"CANUIE01",633,0,"2023-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/948/193/315/GCF_948193315.1_VP170237"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ISF-242-8","SAMN28767373","PRJNA843723","GCA_024745165.1","Contig",5.59409,45,,"JANFRZ01",148,5129,"2022-08-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/745/165/GCF_024745165.1_ASM2474516v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F10_5","SAMN07338129","PRJNA393608","GCA_006371005.1","Contig",4.997,45.3,,"NNGH01",170,4527,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/371/005/GCF_006371005.1_ASM637100v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PV17","SAMN20805036","PRJNA754786","GCA_022290595.1","Scaffold",5.05027,45.5,,"JAKNOI01",175,4494,"2022-02-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/290/595/GCA_022290595.1_ASM2229059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/290/595/GCF_022290595.1_ASM2229059v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","L7-40","SAMN26982640","PRJNA820182","GCA_030263045.1","Scaffold",4.90282,45.4,,"JALGSG01",96,4391,"2023-06-12T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-210","SAMN11547074","PRJNA540575","GCA_009390065.1","Contig",5.06306,45.3,,"SZRJ01",149,4448,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/065/GCF_009390065.1_ASM939006v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ISF-199-4","SAMN28767344","PRJNA843723","GCA_024745735.1","Contig",5.33312,45.3,,"JANFTC01",146,4898,"2022-08-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/745/735/GCF_024745735.1_ASM2474573v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ14-003","SAMN11547026","PRJNA540575","GCA_009391035.1","Contig",5.04448,45.4,,"SZTF01",139,4405,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/391/035/GCF_009391035.1_ASM939103v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","L7-40","SAMN30942188","PRJNA882514","GCA_026162605.1","Contig",4.91367,45.4,,"JAODVU01",106,0,"2022-11-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/162/605/GCF_026162605.1_ASM2616260v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B7_5","SAMN07337948","PRJNA393608","GCA_006374915.1","Contig",5.14397,45.2,,"NNNG01",204,4612,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/374/915/GCF_006374915.1_ASM637491v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","C4_4","SAMN07337998","PRJNA393608","GCA_006373645.1","Contig",5.0291,45.4,,"NNLI01",180,4563,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/373/645/GCF_006373645.1_ASM637364v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ18-096","SAMN11547089","PRJNA540575","GCA_009389755.1","Contig",5.03331,45.3,,"SZQU01",134,4404,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/755/GCF_009389755.1_ASM938975v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","D6_7","SAMN07338070","PRJNA393608","GCA_006372545.1","Contig",5.09205,45.2,,"NNIO01",203,4611,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/372/545/GCF_006372545.1_ASM637254v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSAN029653","SAMN04145932","PRJNA245882","GCA_001633935.1","Contig",5.12282,45.2,,"LKQR01",112,4503,"2016-04-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/935/GCF_001633935.1_ASM163393v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","765","SAMN05195120","PRJNA324105","GCA_026168245.1","Contig",5.13295,45.3,,"MBTO01",151,4507,"2022-11-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/168/245/GCF_026168245.1_ASM2616824v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSAN018775","SAMN03945146","PRJNA245882","GCA_002198395.1","Contig",5.16504,45.3,,"LHRP01",180,4679,"2017-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/198/395/GCF_002198395.1_ASM219839v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F7_9","SAMN07338189","PRJNA393608","GCA_006369475.1","Contig",5.1174,45.3,,"NNDZ01",210,4623,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/475/GCF_006369475.1_ASM636947v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-125","SAMN11547062","PRJNA540575","GCA_009390305.1","Contig",5.0678,45.3,,"SZRV01",114,4428,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/305/GCF_009390305.1_ASM939030v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F7_6","SAMN07338186","PRJNA393608","GCA_006368845.1","Contig",5.08752,45.3,,"NNEC01",204,4626,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/368/845/GCF_006368845.1_ASM636884v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","D2_8","SAMN07338047","PRJNA393608","GCA_006372855.1","Contig",5.22898,45.3,,"NNJL01",160,4799,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/372/855/GCF_006372855.1_ASM637285v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","17-VB00358","SAMN16057438","PRJNA661423","GCA_020741115.1","Contig",5.26035,45.1,,"JACVHS01",131,4663,"2021-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/741/115/GCA_020741115.1_ASM2074111v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/741/115/GCF_020741115.1_ASM2074111v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP180207","SAMEA112324438","PRJEB39490","GCA_948193405.1","Contig",5.21087,45.3,,"CANUIN01",824,0,"2023-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/948/193/405/GCF_948193405.1_VP180207"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F8_5","SAMN07338195","PRJNA393608","GCA_006369455.1","Contig",5.25945,45.3,,"NNDT01",226,4691,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/455/GCF_006369455.1_ASM636945v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp47","SAMN06133346","PRJNA357125","GCA_002153925.1","Contig",5.41538,45.3,,"MSAR01",198,4772,"2017-05-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/153/925/GCF_002153925.1_ASM215392v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F4_6","SAMN07338160","PRJNA393608","GCA_006369665.1","Contig",5.05489,45.3,,"NNFC01",201,4588,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/665/GCF_006369665.1_ASM636966v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F3_7","SAMN07338151","PRJNA393608","GCA_006370635.1","Contig",5.06477,45.3,,"NNFL01",219,4500,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/635/GCF_006370635.1_ASM637063v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MVP4","SAMN06066420","PRJNA355210","GCA_002014005.1","Contig",5.27075,45.4,,"MSBZ01",122,4804,"2017-03-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/014/005/GCF_002014005.1_ASM201400v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","C7_1","SAMN07338023","PRJNA393608","GCA_006373315.1","Contig",5.13167,45.2,,"NNKJ01",188,4636,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/373/315/GCF_006373315.1_ASM637331v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ15-131","SAMN11547031","PRJNA540575","GCA_009390945.1","Contig",5.07092,45.4,,"SZTA01",143,4446,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/945/GCF_009390945.1_ASM939094v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","D6_1","SAMN07338064","PRJNA393608","GCA_006372465.1","Contig",4.99171,45.3,,"NNIU01",193,4500,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/372/465/GCF_006372465.1_ASM637246v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP180961","SAMEA112324441","PRJEB39490","GCA_948193485.1","Contig",4.99012,45.4,,"CANUIT01",858,0,"2023-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/948/193/485/GCF_948193485.1_VP180961"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ14-064","SAMN11547028","PRJNA540575","GCA_009390965.1","Contig",5.03852,45.4,,"SZTD01",136,4406,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/965/GCF_009390965.1_ASM939096v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ISF-235-5","SAMN28767367","PRJNA843723","GCA_024745255.1","Contig",5.52534,45,,"JANFSF01",138,4996,"2022-08-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/745/255/GCF_024745255.1_ASM2474525v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B10_8","SAMN07337895","PRJNA393608","GCA_006376995.1","Contig",5.13809,45.3,,"NNPH01",204,4661,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/376/995/GCF_006376995.1_ASM637699v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","D4_4","SAMN07338054","PRJNA393608","GCA_006372715.1","Contig",5.48848,45.2,,"NNJE01",178,5001,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/372/715/GCF_006372715.1_ASM637271v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","D4_3","SAMN07338053","PRJNA393608","GCA_006372705.1","Contig",5.07293,45.3,,"NNJF01",206,4616,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/372/705/GCF_006372705.1_ASM637270v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ISF-211-7","SAMN28767361","PRJNA843723","GCA_024745375.1","Contig",5.23042,45.3,,"JANFSL01",133,4692,"2022-08-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/745/375/GCF_024745375.1_ASM2474537v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","A1_3","SAMN07337845","PRJNA393608","GCA_006378875.1","Contig",5.08825,45.3,,"NNRF01",230,4590,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/378/875/GCF_006378875.1_ASM637887v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-253","SAMN11547078","PRJNA540575","GCA_009389965.1","Contig",5.05848,45.3,,"SZRF01",153,4434,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/965/GCF_009389965.1_ASM938996v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-025","SAMN11547058","PRJNA540575","GCA_009390395.1","Contig",5.06071,45.3,,"SZRZ01",148,4444,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/395/GCF_009390395.1_ASM939039v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ15-072","SAMN11547030","PRJNA540575","GCA_009390925.1","Contig",5.03807,45.4,,"SZTB01",141,4407,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/925/GCF_009390925.1_ASM939092v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","A5_4","SAMN07337877","PRJNA393608","GCA_006377145.1","Contig",5.07284,45.4,,"NNPZ01",249,4636,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/377/145/GCF_006377145.1_ASM637714v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ18-037","SAMN11547086","PRJNA540575","GCA_009389775.1","Contig",5.03941,45.4,,"SZQX01",155,4414,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/775/GCF_009389775.1_ASM938977v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MVP9","SAMN06066439","PRJNA355220","GCA_002014015.1","Contig",4.96766,45.5,,"MSCB01",115,4496,"2017-03-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/014/015/GCF_002014015.1_ASM201401v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F6_9","SAMN07338181","PRJNA393608","GCA_006369565.1","Contig",5.28639,45.2,,"NNEH01",226,4778,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/565/GCF_006369565.1_ASM636956v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B1_3","SAMN07337882","PRJNA393608","GCA_006377395.1","Contig",4.96314,45.4,,"NNPU01",154,4493,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/377/395/GCF_006377395.1_ASM637739v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-011","SAMN11547056","PRJNA540575","GCA_009390415.1","Contig",5.03624,45.3,,"SZSB01",154,4419,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/415/GCF_009390415.1_ASM939041v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","A3_6","SAMN07337864","PRJNA393608","GCA_006377575.1","Contig",5.24639,45.2,,"NNQM01",187,4700,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/377/575/GCF_006377575.1_ASM637757v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-272","SAMN11547081","PRJNA540575","GCA_009389855.1","Contig",5.05013,45.3,,"SZRC01",171,4427,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/855/GCF_009389855.1_ASM938985v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ17-150","SAMN11547065","PRJNA540575","GCA_009390265.1","Contig",5.0502,45.3,,"SZRS01",148,4433,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/390/265/GCF_009390265.1_ASM939026v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","C8_8","SAMN07338038","PRJNA393608","GCA_006373045.1","Contig",5.04567,45.4,,"NNJU01",219,4586,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/373/045/GCF_006373045.1_ASM637304v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","16-B3PA-006","SAMN07956717","PRJNA416492","GCA_003174825.1","Scaffold",5.1844,45.7,,"PETB01",190,4601,"2018-05-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/174/825/GCF_003174825.1_ASM317482v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","M13-18718","SAMN24777699","PRJNA795272","GCA_022397635.1","Scaffold",5.13824,45.4,,"JAKEUE01",136,4559,"2022-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/397/635/GCA_022397635.1_ASM2239763v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/397/635/GCF_022397635.1_ASM2239763v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HS-80-7","SAMN28495059","PRJNA772001","GCA_024746875.1","Contig",4.90999,45.5,,"JAMPYK01",134,4433,"2022-08-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/746/875/GCF_024746875.1_ASM2474687v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ18-094","SAMN11547088","PRJNA540575","GCA_009389785.1","Contig",5.03279,45.4,,"SZQV01",153,4401,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/785/GCF_009389785.1_ASM938978v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP840090","SAMEA112324443","PRJEB39490","GCA_948193225.1","Contig",5.08441,45.3,,"CANUHV01",161,0,"2023-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/948/193/225/GCF_948193225.1_VP840090"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HZ11-012","SAMN11547019","PRJNA540575","GCA_009391175.1","Contig",5.02756,45.3,,"SZTM01",165,4412,"2019-10-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/391/175/GCF_009391175.1_ASM939117v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B9_9","SAMN07337970","PRJNA393608","GCA_006374505.1","Contig",5.02755,45.3,,"NNMK01",197,4581,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/374/505/GCF_006374505.1_ASM637450v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","C5_4","SAMN07338008","PRJNA393608","GCA_006373625.1","Contig",5.02767,45.4,,"NNKY01",196,4557,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/373/625/GCF_006373625.1_ASM637362v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F2_3","SAMN07338137","PRJNA393608","GCA_006370945.1","Contig",5.09781,45.3,,"NNFZ01",223,4604,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/945/GCF_006370945.1_ASM637094v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F5_6","SAMN07338169","PRJNA393608","GCA_006369645.1","Contig",5.04252,45.3,,"NNET01",277,4596,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/645/GCF_006369645.1_ASM636964v1"
