Biosample_ID,Isolation_Source,Host_Source,Description_Source,Label,genome_ID
SAMN09742578,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383265.1_ASM638326v1
SAMN09742576,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383285.1_ASM638328v1
SAMN09742575,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383315.1_ASM638331v1
SAMN09737248,clinic,Homo sapiens,Vibrio parahaemolyticus O4 group isolated from human-VP160483,Clinical,GCF_006383325.1_ASM638332v1
SAMN09737240,clinic,Homo sapiens,Vibrio parahaemolyticus O4 group VP830010 isolated from human,Clinical,GCF_006383335.1_ASM638333v1
SAMN09742579,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383355.1_ASM638335v1
SAMN09742582,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383385.1_ASM638338v1
SAMN09742665,clinic,Homo sapiens,Vibrio parahaemolyticus O4 group isolated from human-VP161602,Clinical,GCF_006383415.1_ASM638341v1
SAMN09737247,clinic,Homo sapiens,Vibrio parahaemolyticus O4 group VP830010 isolated from human-VP140355,Clinical,GCF_006383425.1_ASM638342v1
SAMN09742574,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383435.1_ASM638343v1
SAMN09737242,clinic,Homo sapiens,Vibrio parahaemolyticus O4 group VP150615 isolated from human,Clinical,GCF_006383445.1_ASM638344v1
SAMN09737245,clinic,Homo sapiens,Vibrio parahaemolyticus O4 group isolated from human - VP161902,Clinical,GCF_006383455.1_ASM638345v1
SAMN12123413,market,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_006517795.1_ASM651779v1
SAMN12495049,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039155.1_ASM803915v1
SAMN12495048,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039175.1_ASM803917v1
SAMN12495045,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039215.1_ASM803921v1
SAMN12495046,seafood,not applicable,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_008039225.1_ASM803922v1
SAMN12495044,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039245.1_ASM803924v1
SAMN12495043,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039275.1_ASM803927v1
SAMN12495041,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039285.1_ASM803928v1
SAMN12495042,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039295.1_ASM803929v1
SAMN12495040,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039325.1_ASM803932v1
SAMN12495039,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039345.1_ASM803934v1
SAMN12495038,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039365.1_ASM803936v1
SAMN12495036,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039385.1_ASM803938v1
SAMN12495037,anal swab,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008039855.1_ASM803985v1
SAMN12495047,seafood,not applicable,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_008039905.1_ASM803990v1
SAMN12542225,Penaeus vannamei,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_008271735.1_ASM827173v1
SAMN12404565,isolation_source_NA,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_008271865.1_ASM827186v1
SAMN11056382,clinical isolate,Unknown,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008693625.1_ASM869362v1
SAMN11056377,clinical isolate,Unknown,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_008693745.1_ASM869374v1
SAMN12359103,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009193065.1_ASM919306v1
SAMN11547089,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389755.1_ASM938975v1
SAMN11547090,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389765.1_ASM938976v1
SAMN11547086,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389775.1_ASM938977v1
SAMN11547088,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389785.1_ASM938978v1
SAMN11547087,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389805.1_ASM938980v1
SAMN11547081,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389855.1_ASM938985v1
SAMN11547082,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389865.1_ASM938986v1
SAMN11547084,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389895.1_ASM938989v1
SAMN11547085,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389905.1_ASM938990v1
SAMN11547083,missing,Mytilus edulis,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_009389915.1_ASM938991v1
SAMN11547079,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389955.1_ASM938995v1
SAMN11547078,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389965.1_ASM938996v1
SAMN11547080,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009389975.1_ASM938997v1
SAMN11547077,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390005.1_ASM939000v1
SAMN11547076,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390025.1_ASM939002v1
SAMN11547075,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390055.1_ASM939005v1
SAMN11547074,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390065.1_ASM939006v1
SAMN11547073,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390095.1_ASM939009v1
SAMN11547071,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390105.1_ASM939010v1
SAMN11547072,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390115.1_ASM939011v1
SAMN11547070,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390155.1_ASM939015v1
SAMN11547069,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390165.1_ASM939016v1
SAMN11547066,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390195.1_ASM939019v1
SAMN11547068,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390205.1_ASM939020v1
SAMN11547067,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390215.1_ASM939021v1
SAMN11547064,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390255.1_ASM939025v1
SAMN11547065,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390265.1_ASM939026v1
SAMN11547063,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390295.1_ASM939029v1
SAMN11547062,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390305.1_ASM939030v1
SAMN11547061,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390325.1_ASM939032v1
SAMN11547060,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390355.1_ASM939035v1
SAMN11547059,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390375.1_ASM939037v1
SAMN11547057,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390385.1_ASM939038v1
SAMN11547058,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390395.1_ASM939039v1
SAMN11547056,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390415.1_ASM939041v1
SAMN11547055,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390455.1_ASM939045v1
SAMN11547053,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390465.1_ASM939046v1
SAMN11547052,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390495.1_ASM939049v1
SAMN11547054,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390505.1_ASM939050v1
SAMN11547051,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390515.1_ASM939051v1
SAMN11547049,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390555.1_ASM939055v1
SAMN11547050,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390565.1_ASM939056v1
SAMN11547048,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390595.1_ASM939059v1
SAMN11547046,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390605.1_ASM939060v1
SAMN11547047,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390615.1_ASM939061v1
SAMN11547045,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390655.1_ASM939065v1
SAMN11547044,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390675.1_ASM939067v1
SAMN11547041,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390695.1_ASM939069v1
SAMN11547043,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390705.1_ASM939070v1
SAMN11547042,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390725.1_ASM939072v1
SAMN11547040,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390755.1_ASM939075v1
SAMN11547039,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390765.1_ASM939076v1
SAMN11547037,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390795.1_ASM939079v1
SAMN11547038,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390805.1_ASM939080v1
SAMN11547036,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390825.1_ASM939082v1
SAMN11547035,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390855.1_ASM939085v1
SAMN11547034,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390865.1_ASM939086v1
SAMN11547030,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390925.1_ASM939092v1
SAMN11547031,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390945.1_ASM939094v1
SAMN11547028,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390965.1_ASM939096v1
SAMN11547029,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009390985.1_ASM939098v1
SAMN11547027,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009391015.1_ASM939101v1
SAMN11547026,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009391035.1_ASM939103v1
SAMN11547025,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009391045.1_ASM939104v1
SAMN11547023,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009391075.1_ASM939107v1
SAMN11547024,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009391085.1_ASM939108v1
SAMN11547022,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009391115.1_ASM939111v1
SAMN11547020,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009391125.1_ASM939112v1
SAMN11547021,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009391145.1_ASM939114v1
SAMN11547019,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009391175.1_ASM939117v1
SAMN12645948,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_009496475.1_ASM949647v1
SAMN12671081,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_009645245.1_ASM964524v1
SAMN12671080,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_009645315.1_ASM964531v1
SAMN12671079,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_009647345.1_ASM964734v1
SAMN12671083,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_009647695.1_ASM964769v1
SAMN12671085,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_009647705.1_ASM964770v1
SAMN12671088,missing,shrimp,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_009647755.1_ASM964775v1
SAMN02952920,missing,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus 10329,Clinical,GCF_000195415.1_ASM19541v2
SAMN10702672,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009665495.1_ASM966549v1
SAMN13426200,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_009734325.1_ASM973432v1
SAMN10426750,isolation_source_NA,Penaeus monodon,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_009738005.1_ASM973800v1
SAMN12648289,Missing,Missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009763025.1_ASM976302v1
SAMN12648306,stool,Missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009763165.1_ASM976316v1
SAMN12648302,Missing,Missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009763405.1_ASM976340v1
SAMN12648301,stool,Missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009763425.1_ASM976342v1
SAMN12648300,Missing,Missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009763445.1_ASM976344v1
SAMN12648288,stool,Missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_009763505.1_ASM976350v1
